step,time,agent_id,x,y,vx,vy,ax,ay,speed,acceleration_magnitude,field_value,field_delta,neighbor_count,nearest_neighbor_distance,mean_neighbor_distance,avoidance_gain,quark_gain,directional_derivative_gain,linear_drag_gain,action_avoidance,action_quark,action_directional_derivative,action_linear_drag
921,92.1,1,-36.53892136,13.92311859,-2.184772015,-0.9211312532,-7.664495945,0.4773900211,2.371014833,7.679348946,-104.150059,-0.1171149666,4,2.691130161,2.966836691,8,8,6.149718242,0.05,0,1,-1,-1
921,92.1,2,-34.48812485,15.30106831,-2.904734612,-3.682262897,-1.906210184,5.169734001,4.690047264,5.509971619,-101.589207,-0.404927325,4,2.826929808,3.846821308,8,8,4.175138279,0.05,1,0,1,-1
921,92.1,3,-33.51476288,12.76813889,-2.778184414,-2.424752951,-5.010895252,-6.846713543,3.687510729,8.484489441,-97.32236569,-0.4326861832,4,2.609909534,4.004496574,8,8,2.268829739,0.05,0,1,-1,-1
921,92.1,4,-38.68109512,15.69080925,0.5069531202,-1.778511405,0.407397449,0.7037878036,1.84935236,0.8131973743,-106.3572534,0.005148280951,4,2.931518078,4.62697506,8,8,4.769121337,0.05,0,1,-1,-1
921,92.1,5,-36.4704628,10.97383404,0.5584331751,-1.568884969,0.1175093502,2.811901808,1.665307045,2.814356089,-101.8962203,0.2733840887,4,2.792423964,3.976412714,8,8,3.203068113,0.05,0,1,-1,-1
922,92.2,1,-36.7950058,13.7924757,-2.560835361,-1.306429148,-3.760632277,-3.852979183,2.874827862,5.384032249,-104.3517607,-0.2017016493,4,2.47073102,2.858840287,8,8,6.026723878,0.05,0,1,-1,-1
922,92.2,2,-34.79799271,14.98229122,-3.098662376,-3.187772274,-1.939278603,4.944906235,4.445627213,5.311581612,-101.9957158,-0.4065088009,4,2.713515282,3.610153139,8,8,4.258641045,0.05,1,0,1,-1
922,92.2,3,-33.83213043,12.46181011,-3.173685551,-3.063287973,-3.955010891,-6.385350227,4.410897255,7.510979176,-97.78631729,-0.4639515968,4,2.559130669,3.847257495,8,8,2.223453144,0.05,0,1,-1,-1
922,92.2,4,-38.62772751,15.52458477,0.5336574316,-1.662245274,0.2670428753,1.162661195,1.745809197,1.192934632,-106.3421105,0.01514290546,4,2.676005125,4.41455543,8,8,4.67373891,0.05,0,1,-1,-1
922,92.2,5,-36.41267014,10.84547138,0.577943325,-1.283624887,0.195101276,2.85260129,1.407732725,2.859265327,-101.644772,0.2514482375,4,2.837264299,3.811455727,8,8,3.139006751,0.05,0,1,-1,-1
923,92.3,1,-37.089077,13.62236881,-2.940696955,-1.701073527,-3.798615456,-3.946443558,3.397256136,5.477581501,-104.550577,-0.1988163616,4,2.324590683,2.766495347,8,8,5.9061894,0.05,0,1,-1,-1
923,92.3,2,-35.12775803,14.7118969,-3.297638655,-2.703944206,-1.989762425,4.838280678,4.264473438,5.231454372,-102.410103,-0.4143872327,4,2.664292812,3.418052614,8,8,4.343813866,0.05,1,0,1,-1
923,92.3,3,-34.17768097,12.10042953,-3.455493689,-3.613801956,-3.220775127,-5.926281452,5,6.744939327,-98.24079369,-0.4544764002,4,2.596447945,3.697284937,8,8,2.267922207,0.05,1,0,1,-1
923,92.3,4,-38.57126617,15.3757515,0.5645985603,-1.488337278,0.3094110191,1.739079952,1.591829062,1.766390085,-106.3183343,0.02377622409,4,2.446604013,4.207893193,8,8,4.580264132,0.05,0,1,-1,-1
923,92.3,5,-36.42037582,10.70850086,-0.077039361,-1.369701862,-6.549826622,-0.8607698083,1.371866703,6.606145382,-101.4166986,0.2280734243,4,2.563220024,3.628478765,8,8,3.076226616,0.05,0,1,-1,-1
924,92.4,1,-37.42408371,13.40979481,-3.350083828,-2.12573576,-4.093869686,-4.246621609,3.967595577,5.898606777,-104.7358681,-0.1852910388,4,2.24362278,2.70358777,8,8,5.788065612,0.05,0,1,-1,-1
924,92.4,2,-35.47847366,14.49078083,-3.507142544,-2.211162329,-2.095039368,4.927818775,4.145996571,5.354679108,-102.835448,-0.4253449619,4,2.639807224,3.283137023,8,8,4.430690143,0.05,1,0,1,-1
924,92.4,3,-34.48455429,11.72552109,-3.068732977,-3.749083996,3.86760664,-1.352820873,4.84486866,4.097377777,-98.65162462,-0.4108309287,4,2.639535189,3.585374177,8,8,2.313280651,0.05,1,0,1,-1
924,92.4,4,-38.50851059,15.25085354,0.6275606155,-1.248981833,0.6296205521,2.393554211,1.397779584,2.474979401,-106.2880079,0.03032637066,4,2.276183844,4.027916074,8,8,4.488658849,0.05,0,1,-1,-1
924,92.4,5,-36.46713257,10.5523119,-0.4675699472,-1.561892152,-3.905305862,-1.921903253,1.630376816,4.352600098,-101.2721205,0.1445781242,4,2.186717749,3.491395354,8,8,3.014702083,0.05,0,1,-1,-1
925,92.5,1,-37.78268433,13.07523537,-3.586005211,-3.345591068,-2.359214306,-12.19855309,4.904325962,12.42459583,-104.8964943,-0.1606262808,4,2.136698008,2.690941632,8,8,5.903826924,0.05,1,0,1,-1
925,92.5,2,-35.85403061,14.32336998,-3.755585194,-1.674105644,-2.484425306,5.370566368,4.111818314,5.917377472,-103.2732788,-0.4378308247,4,2.704284668,3.206829727,8,8,4.519303946,0.05,1,0,1,-1
925,92.5,3,-34.74585342,11.34219933,-2.612987518,-3.833217144,4.557454586,-0.8413302898,4.639101028,4.634460926,-98.90850513,-0.2568805156,4,2.303700686,3.538454592,8,8,2.359546264,0.05,1,0,1,-1
925,92.5,4,-38.50579834,15.18087101,0.02713727951,-0.6998214126,-6.00423336,5.491604328,0.7003473639,8.136862755,-106.253368,0.03463988066,4,2.293499231,3.91340214,8,8,4.398885672,0.05,0,1,-1,-1
925,92.5,5,-36.54508972,10.37078285,-0.7795832157,-1.815287828,-3.120132208,-2.533956766,1.975606203,4.019473076,-101.1611088,0.1110116409,4,1.89386487,3.404348016,8,8,2.954408042,0.05,0,1,-1,-1
926,92.6,1,-38.14554596,12.73124027,-3.628600836,-3.439950228,-4.84744072,-5.135203838,5,7.061728001,-104.9535196,-0.05702527595,4,2.226341248,2.748584926,8,8,6.021903463,0.05,1,0,1,-1
926,92.6,2,-36.15950394,14.11990929,-3.054714918,-2.034608603,7.008703232,-3.605029106,3.670274734,7.881507397,-103.7277439,-0.4544651237,4,2.786966085,3.192578256,8,8,4.609690025,0.05,1,0,1,-1
926,92.6,3,-34.99055099,11.02445412,-2.446956873,-3.177450657,1.660305977,6.557663441,4.0104599,6.76458168,-99.01612344,-0.1076183081,4,2.04472518,3.551825106,8,8,2.406737189,0.05,1,0,1,-1
926,92.6,4,-38.54717636,15.17088318,-0.4137957096,-0.09988069534,-4.409329891,5.999406815,0.4256795049,7.445473194,-106.238752,0.01461601926,4,2.47597909,3.922238648,8,8,4.310907959,0.05,0,1,-1,-1
926,92.6,5,-36.65016174,10.16398621,-1.050709724,-2.067964792,-2.71126461,-2.526770353,2.319583893,3.706146717,-101.0636322,0.09747658983,4,1.68637979,3.377014428,8,8,2.895319881,0.05,0,1,-1,-1
927,92.7,1,-38.50910187,12.38798046,-3.635556221,-3.432598114,-5.806125164,-5.34279871,5,7.890284538,-104.960661,-0.007141347503,4,2.423378706,2.86348927,8,8,6.142341532,0.05,1,0,1,-1
927,92.7,2,-36.37989426,13.87624168,-2.203902721,-2.436674595,8.50812149,-4.02065897,3.285509109,9.410305023,-104.0132037,-0.2854597987,4,2.60874033,3.205683112,8,8,4.517496224,0.05,0,1,-1,-1
927,92.7,3,-35.21854782,10.77144051,-2.279968262,-2.530138254,1.669885516,6.473123074,3.405855894,6.685045719,-99.13674688,-0.1206234391,4,1.869415045,3.569492996,8,8,2.454871933,0.05,1,0,1,-1
927,92.7,4,-38.62827682,15.21444798,-0.8109912276,0.4356505275,-3.971955061,5.355312347,0.9205966592,6.667518139,-106.2457639,-0.00701188982,4,2.524521351,4.044671297,8,8,4.224689799,0.05,0,1,-1,-1
927,92.7,5,-36.77829742,9.933382034,-1.281344533,-2.306041002,-2.306348324,-2.380761862,2.638118505,3.314705133,-100.9715326,0.09209959559,4,1.555158973,3.399964362,8,8,2.837413483,0.05,0,1,-1,-1
928,92.8,1,-38.83046341,12.0049324,-3.213625908,-3.830484152,-2.074754953,-11.4810648,5,11.66702461,-104.9238751,0.03678584621,4,2.597777128,3.024099946,8,8,6.265188363,0.05,1,0,1,-1
928,92.8,2,-36.56305695,13.54666615,-1.831635356,-3.295755386,3.722673893,-8.590808868,3.77052927,9.362707138,-104.1324898,-0.1192860344,4,2.616490126,3.244419098,8,8,4.4271463,0.05,0,1,-1,-1
928,92.8,3,-35.43188858,10.5824461,-2.133411646,-1.889942884,1.465565443,6.401952744,2.850145578,6.56756258,-99.2792569,-0.1425100187,4,1.770638466,3.567929208,8,8,2.405774495,0.05,0,1,-1,-1
928,92.8,4,-38.74727631,15.24432087,-1.189979553,0.298732847,-3.789883852,-1.369176745,1.226903677,4.029623508,-106.2700564,-0.0242924794,4,2.654548883,4.273491144,8,8,4.140196003,0.05,0,1,-1,-1
928,92.8,5,-36.92470551,9.678846359,-1.464062214,-2.545360088,-1.827177405,-2.393191814,2.936381578,3.010970831,-100.8780991,0.09343351781,4,1.494691014,3.42362532,8,8,2.780665214,0.05,0,1,-1,-1
929,92.9,1,-39.14894104,11.61948204,-3.184771299,-3.854508162,-1.496531248,-2.400708914,5,2.828958988,-104.7980112,0.1258639016,4,2.741910934,3.168429554,8,8,6.39049213,0.05,1,0,1,-1
929,92.9,2,-36.70342636,13.13859844,-1.403712988,-4.080679893,4.279223442,-7.849246502,4.31536293,8.939933777,-104.1263126,0.00617716903,4,2.766377687,3.262204766,8,8,4.515689226,0.05,1,0,1,-1
929,92.9,3,-35.60164261,10.38782215,-1.697540164,-1.946239114,4.358715057,-0.5629620552,2.582535505,4.394920349,-99.4541348,-0.174877896,4,1.744991302,3.54487741,8,8,2.357659005,0.05,0,1,-1,-1
929,92.9,4,-38.89740372,15.25878239,-1.501267672,0.1446186155,-3.112880468,-1.541142225,1.508217216,3.473491669,-106.2933698,-0.02331346996,4,2.934516907,4.556021333,8,8,4.057392083,0.05,0,1,-1,-1
929,92.9,5,-37.08478928,9.401464462,-1.600826383,-2.773823261,-1.367642164,-2.284632444,3.202614546,2.662703514,-100.7737979,0.1043012395,4,1.501047015,3.459519178,8,8,2.725051909,0.05,0,1,-1,-1
930,93,1,-39.46668243,11.23342323,-3.177399874,-3.860586882,-1.063498974,-1.442518711,5,1.792174697,-104.6351756,0.1628355622,4,2.878933191,3.327964783,8,8,6.518301973,0.05,1,0,1,-1
930,93,2,-36.88745117,12.78836346,-1.840239882,-3.502347946,-4.365268707,5.783318996,3.956377745,7.245850563,-103.9893631,0.1369494741,4,2.963224173,3.281790912,8,8,4.60600301,0.05,1,0,1,-1
930,93,3,-35.72157669,10.19502449,-1.19933939,-1.927973509,4.98200798,0.1826559454,2.270571947,4.985355377,-99.5262497,-0.07211490207,4,1.781186581,3.585510731,8,8,2.310505825,0.05,0,1,-1,-1
930,93,4,-39.02266312,15.19599152,-1.252587199,-0.6279101968,2.486804724,-7.725288391,1.40115881,8.115680695,-106.3101532,-0.01678340177,4,3.184788704,4.839706779,8,8,3.976244242,0.05,0,1,-1,-1
930,93,5,-37.31586838,9.150580406,-2.310798645,-2.508839369,-7.099723816,2.649839401,3.410874605,7.578108311,-100.6512636,0.1225342493,4,1.577366829,3.521225929,8,8,2.670550871,0.05,0,1,-1,-1
931,93.1,1,-39.77927399,10.93426132,-3.125927925,-2.991616726,0.5147199631,8.689700127,4.32679987,8.704931259,-104.439826,0.1953496104,4,2.994033337,3.469872057,8,8,6.648668012,0.05,1,0,1,-1
931,93.1,2,-37.11897659,12.49022675,-2.315248728,-2.981369495,-4.750087738,5.209784508,3.774776936,7.050190926,-103.9223894,0.06697373173,4,2.843355417,3.289870858,8,8,4.69812307,0.05,1,0,1,-1
931,93.1,3,-35.78398514,10.01210117,-0.6240729094,-1.82922864,5.752664566,0.9874487519,1.932755709,5.836797237,-99.50068449,0.02556520402,4,1.905945778,3.677448869,8,8,2.264295708,0.05,0,1,-1,-1
931,93.1,4,-39.11948395,15.0533886,-0.9682112336,-1.426029444,2.843759537,-7.981193066,1.723656893,8.472686768,-106.3062019,0.003951293523,4,3.308350801,5.007720053,8,8,3.896719357,0.05,0,1,-1,-1
931,93.1,5,-37.62229919,8.918592453,-3.064318657,-2.319879532,-7.535200119,1.889598846,3.843421698,7.768514633,-100.6449108,0.006352809868,4,1.757522225,3.579134852,8,8,2.617139854,0.05,0,1,-1,-1
932,93.2,1,-40.0838356,10.71911621,-3.045628071,-2.151455641,0.8029978275,8.401610374,3.72888875,8.439897537,-104.2813531,0.1584728931,4,2.952196121,3.576519489,8,8,6.781641372,0.05,1,0,1,-1
932,93.2,2,-37.40600967,12.23586369,-2.870318413,-2.543634176,-5.550695419,4.377352715,3.835205555,7.069047928,-103.9274714,-0.005081977617,4,2.814837217,3.281694412,8,8,4.792085532,0.05,1,0,1,-1
932,93.2,3,-35.78179169,9.850374222,0.02195334435,-1.617273331,6.460262299,2.119552851,1.617422223,6.799080372,-99.37890846,0.1217760352,4,2.138962269,3.823465824,8,8,2.219009794,0.05,0,1,-1,-1
932,93.2,4,-39.18860626,14.83377075,-0.6912093163,-2.196181774,2.770019531,-7.701523304,2.302386761,8.184526443,-106.2841219,0.02207999221,4,3.297641516,5.058573782,8,8,3.81878497,0.05,0,1,-1,-1
932,93.2,5,-38.00873566,8.70416069,-3.864376545,-2.144315243,-8.000577927,1.755642056,4.419445038,8.190941811,-100.7382352,-0.09332440524,4,2.062931299,3.639012158,8,8,2.669482651,0.05,1,0,1,-1
933,93.3,1,-40.37776947,10.58385086,-2.939337969,-1.352655649,1.062901497,7.987999916,3.23564291,8.058405876,-104.160886,0.1204671683,4,2.892418623,3.642440438,8,8,6.646008545,0.05,0,1,-1,-1
933,93.3,2,-37.75990295,12.01667976,-3.53892374,-2.191836834,-6.686053276,3.517973185,4.162707329,7.555093765,-104.0010445,-0.07357310575,4,2.885938883,3.254863977,8,8,4.887927243,0.05,1,0,1,-1
933,93.3,3,-35.71570969,9.725920677,0.6608340144,-1.244539618,6.388806343,3.72733736,1.409106255,7.396613121,-99.16509116,0.213817302,4,2.504612684,4.032230735,8,8,2.174629598,0.05,0,1,-1,-1
933,93.3,4,-39.23397064,14.54066277,-0.4536525607,-2.931077242,2.375567436,-7.348955154,2.965976238,7.723371029,-106.2418816,0.04224030905,4,3.15866971,4.997654259,8,8,3.74240927,0.05,0,1,-1,-1
933,93.3,5,-38.47047424,8.512331963,-4.617377758,-1.918286681,-8.204400063,1.980112195,5,8.439966202,-100.9145093,-0.1762741154,4,2.510370731,3.705026269,8,8,2.722872304,0.05,1,0,1,-1
934,93.4,1,-40.72648239,10.48734379,-3.487138748,-0.965075016,-5.47800684,3.875806093,3.61821866,6.71047163,-104.076423,0.08446293934,4,2.815841913,3.664832294,8,8,6.513088374,0.05,0,1,-1,-1
934,93.4,2,-38.10134506,11.70069504,-3.414437056,-3.159849167,1.244867086,-9.680122375,4.652206421,9.759840012,-104.1330454,-0.1320009184,4,2.922903538,3.226594567,8,8,4.985685787,0.05,1,0,1,-1
934,93.4,3,-35.7326889,9.66795826,-0.1698019505,-0.579626739,-8.306359291,6.649128437,0.6039866209,10.63985443,-98.88038783,0.2847033289,4,3.01023674,4.284669042,8,8,2.131137006,0.05,0,1,-1,-1
934,93.4,4,-39.26080704,14.17815399,-0.2683672309,-3.6250875,1.852853298,-6.940101624,3.63500762,7.183179855,-106.1725071,0.06937454699,4,3.057492018,4.863384545,8,8,3.667561085,0.05,0,1,-1,-1
934,93.4,5,-38.92503738,8.304075241,-4.545650005,-2.082562447,-2.19478035,-2.97689867,5,3.698511362,-101.1465836,-0.2320742836,4,2.971689701,3.725100458,8,8,2.77732975,0.05,1,0,1,-1
935,93.5,1,-41.12763596,10.43125248,-4.011552334,-0.5609084368,-5.244134903,4.041665554,4.050576687,6.620876789,-103.9920982,0.08432483768,4,2.830523968,3.688564658,8,8,6.382826606,0.05,0,1,-1,-1
935,93.5,2,-38.41153717,11.30854607,-3.101921558,-3.921489477,2.16347599,-8.832168579,4.999999523,9.093284607,-104.1338434,-0.0007980209339,4,2.735352755,3.158370495,8,8,5.085399503,0.05,1,0,1,-1
935,93.5,3,-35.81243896,9.649888039,-0.7975096107,-0.180700928,-6.277076244,3.989258051,0.817725122,7.43746376,-98.83464287,0.04574495422,4,3.141298532,4.446919501,8,8,2.088514266,0.05,0,1,-1,-1
935,93.5,4,-39.29672241,13.82573891,-0.3591349423,-3.52414608,-0.9076770544,1.009414077,3.542397976,1.357495666,-106.0656387,0.1068684213,4,2.992642403,4.688575745,8,8,3.594209863,0.05,0,1,-1,-1
935,93.5,5,-39.37971497,8.149037361,-4.546777725,-1.550374866,-0.01127924025,5.321875572,4.803836823,5.321887493,-101.2913618,-0.1447781291,4,3.048036575,3.758840621,8,8,2.832876345,0.05,1,0,1,-1
936,93.6,1,-41.57697678,10.42097282,-4.493423462,-0.1027932763,-4.818708897,4.581151485,4.494599342,6.648827076,-103.8888272,0.103271025,4,2.854266405,3.739510953,8,8,6.510483139,0.05,1,0,1,-1
936,93.6,2,-38.67279434,10.88223076,-2.612568855,-4.26315403,2.336038589,-7.589914322,5,7.941277027,-104.0115853,0.1222580818,4,2.668297768,3.085898817,8,8,5.187107493,0.05,1,0,1,-1
936,93.6,3,-35.99248123,9.645828247,-1.800433874,-0.04059615731,-10.02924252,1.401047707,1.800891519,10.12662983,-98.95650776,-0.1218648841,4,3.114530563,4.559779346,8,8,2.046743981,0.05,0,1,-1,-1
936,93.6,4,-39.32450867,13.41404915,-0.2778611481,-4.116900444,0.8127380013,-5.927545547,4.126266956,5.983004093,-105.9406983,0.124940332,4,3.008907795,4.528053641,8,8,3.522325666,0.05,0,1,-1,-1
936,93.6,5,-39.84772491,7.973064899,-4.680104733,-1.75972271,-1.634889245,-2.206887245,5.000000477,2.746491194,-101.4383571,-0.146995367,4,2.823133469,3.738070369,8,8,2.889533872,0.05,1,0,1,-1
937,93.7,1,-42.06661987,10.46337986,-4.896442413,0.4240660071,-4.03018856,5.268592834,4.914771557,6.633286476,-103.747266,0.1415612123,4,2.940584183,3.830414772,8,8,6.640692801,0.05,1,0,1,-1
937,93.7,2,-38.95438766,10.46906471,-2.815916777,-4.131659985,-5.000017166,-3.037715912,5,5.850460529,-103.7978988,0.2136864889,4,2.614351988,3.030783653,8,8,5.290849643,0.05,1,0,1,-1
937,93.7,3,-36.27988434,9.657618523,-2.874035358,0.1178999394,-10.73601532,1.584960938,2.876452446,10.85237885,-99.27170963,-0.3152018713,4,3.074184179,4.608924568,8,8,2.005809101,0.05,0,1,-1,-1
937,93.7,4,-39.36034393,13.02719975,-0.3583441079,-3.868493319,-0.8048295975,2.48407197,3.885054827,2.611199856,-105.7682851,0.1724132739,4,2.968151569,4.324419618,8,8,3.592772179,0.05,1,0,1,-1
937,93.7,5,-40.31155396,7.786351204,-4.638296127,-1.867138743,-1.486907482,-1.841010809,5,2.366477251,-101.5083709,-0.07001381314,4,2.651050091,3.75240016,8,8,2.947324549,0.05,1,0,1,-1
938,93.8,1,-42.46512604,10.49892521,-3.985053539,0.3554575443,9.113889694,-0.6860846281,4.000874996,9.139677048,-103.5485607,0.1987052231,4,3.112237453,3.970934093,8,8,6.773506657,0.05,1,0,1,-1
938,93.8,2,-39.25654221,10.07069111,-3.021561384,-3.983737946,-5.952923298,-3.65803504,5,6.987024784,-103.5823376,0.2155612919,4,2.590145826,2.975592494,8,8,5.396666636,0.05,1,0,1,-1
938,93.8,3,-36.67347717,9.683144569,-3.935936451,0.2552562952,-10.61900902,1.373563409,3.944204807,10.70747566,-99.77289297,-0.5011833433,4,3.005182505,4.56439954,8,8,1.965692919,0.05,0,1,-1,-1
938,93.8,4,-39.4029007,12.67219543,-0.4255718589,-3.55004549,-0.6722776294,3.184478521,3.575462818,3.254667521,-105.5831401,0.185144966,4,2.958330154,4.144632578,8,8,3.664627623,0.05,1,0,1,-1
938,93.8,5,-40.77257538,7.592807293,-4.610214233,-1.935439467,-1.371569514,-1.376705766,5,1.943327427,-101.5034037,0.004967289364,4,2.51619935,3.763047457,8,8,3.00627104,0.05,1,0,1,-1
939,93.9,1,-42.76021576,10.52159214,-2.950899601,0.2266693413,10.34154034,-1.28788197,2.959592581,10.42142487,-103.3258217,0.2227390206,4,3.237034798,4.050991535,8,8,6.90897679,0.05,1,0,1,-1
939,93.9,2,-39.58627701,9.694824219,-3.297333717,-3.758668423,-2.758577108,2.249722958,5,3.559634924,-103.3654361,0.2169014991,4,2.605618,2.913757801,8,8,5.504599969,0.05,1,0,1,-1
939,93.9,3,-37.09220505,9.718410492,-4.187277794,0.3526612818,-2.513413191,0.9740498066,4.202102661,2.695555449,-100.418685,-0.6457920017,4,2.9128232,4.426523209,8,8,2.005006777,0.05,1,0,1,-1
939,93.9,4,-39.44998932,12.35394955,-0.4708691239,-3.182456732,-0.4529726207,3.675887585,3.217102528,3.703691959,-105.3953727,0.1877674327,4,2.983012915,3.99527812,8,8,3.59133507,0.05,0,1,-1,-1
939,93.9,5,-41.23235321,7.396325111,-4.59776783,-1.964823842,-1.198059678,-0.8590139151,5,1.474195361,-101.4315754,0.07182822661,4,2.413665056,3.78618747,8,8,3.066396461,0.05,1,0,1,-1
940,94,1,-42.94498062,10.52685642,-1.847633719,0.05264039338,11.03265858,-1.74028945,1.848383427,11.1690712,-103.1240368,0.2017849312,4,3.27985239,4.066691458,8,8,6.770797255,0.05,0,1,-1,-1
940,94,2,-39.93699265,9.3384552,-3.50715518,-3.563686609,-2.968521595,1.065482855,5,3.153945923,-103.155364,0.2100720127,4,2.49418354,2.861038983,8,8,5.614691968,0.05,1,0,1,-1
940,94,3,-37.53194809,9.769973755,-4.397433281,0.5156295896,-2.101555109,1.629683137,4.427560329,2.659398556,-101.0485242,-0.6298391997,4,2.870049238,4.265387833,8,8,2.045106913,0.05,1,0,1,-1
940,94,4,-39.51129913,11.99929714,-0.6130792499,-3.546519518,-1.422101021,-3.640627623,3.599120378,3.908521652,-105.2139158,0.1814568974,4,3.05456686,3.87116468,8,8,3.519508369,0.05,0,1,-1,-1
940,94,5,-41.69238281,7.200432301,-4.600283146,-1.958926439,-0.9593005776,-0.3388121128,5,1.017374635,-101.2995732,0.1320022672,4,2.334486723,3.803334475,8,8,3.12772439,0.05,1,0,1,-1
941,94.1,1,-43.01616287,10.51268005,-0.7118052244,-0.1417602152,11.35828495,-1.944006085,0.7257841825,11.52344513,-102.9785779,0.1454589309,4,3.234236956,3.997612894,8,8,6.63538131,0.05,0,1,-1,-1
941,94.1,2,-40.30148315,8.99618721,-3.64489603,-3.422679186,-2.933248043,-0.05091017485,5,2.933689833,-102.9426474,0.2127166125,4,2.443449974,2.799979091,8,8,5.726985807,0.05,1,0,1,-1
941,94.1,3,-37.93785858,9.786283493,-4.059119225,0.1630957127,3.383138895,-3.52533865,4.062394619,4.88606596,-101.6519412,-0.6034169969,4,2.875598907,4.070267081,8,8,2.086009051,0.05,1,0,1,-1
941,94.1,4,-39.63571548,11.67594624,-1.244168162,-3.233511209,-6.310888767,3.130083561,3.464613914,7.044483185,-104.99816,0.2157557473,4,2.715353489,3.724764347,8,8,3.449118202,0.05,0,1,-1,-1
941,94.1,5,-42.1540184,7.008356571,-4.616351128,-1.92075634,-0.6558218598,0.1756826043,5,0.6789452434,-101.1122544,0.1873187791,4,2.271417618,3.83067596,8,8,3.190278878,0.05,1,0,1,-1
942,94.2,1,-42.97250366,10.48854923,0.4366110563,-0.2413044721,11.48416233,-0.9954425693,0.4988557696,11.52722359,-102.9119351,0.0666427724,4,3.109539509,3.855837524,8,8,6.502673683,0.05,0,1,-1,-1
942,94.2,2,-40.67299652,8.66155529,-3.715123177,-3.346320152,-2.493339062,-0.8496756554,5,2.634139061,-102.7165001,0.2261473184,4,2.492182493,2.757573843,8,8,5.841525524,0.05,1,0,1,-1
942,94.2,3,-38.30556107,9.77025795,-3.677031517,-0.1602576375,3.82087636,-3.233533382,3.680522203,5.005480289,-102.1051925,-0.4532513495,4,2.540382385,3.907544911,8,8,2.127729232,0.05,1,0,1,-1
942,94.2,4,-39.82184601,11.3846674,-1.8612988,-2.912785292,-6.171305656,3.207260132,3.45669651,6.954964638,-104.8005679,0.1975921567,4,2.323996305,3.589307904,8,8,3.380135838,0.05,0,1,-1,-1
942,94.2,5,-42.61849213,6.823251247,-4.644738197,-1.851055264,-0.2919747829,0.6937817335,5,0.7527166605,-100.8728591,0.2393953205,4,2.21957016,3.872652829,8,8,3.254084455,0.05,1,0,1,-1
943,94.3,1,-42.91218948,10.47186184,0.6031318903,-0.166875422,1.665208101,0.7442904115,0.6257919073,1.823975325,-102.9372015,-0.02526637377,4,2.936944008,3.654202819,8,8,6.37262021,0.05,0,1,-1,-1
943,94.3,2,-40.99220276,8.276709557,-3.192074537,-3.848461866,4.259759903,-6.191754818,5,7.515542984,-102.4671959,0.2493042521,4,2.614186764,2.755821705,8,8,5.958356034,0.05,1,0,1,-1
943,94.3,3,-38.69806671,9.68871212,-3.925061464,-0.8154568672,-2.480300426,-6.55199194,4.008874893,7.005746841,-102.4282575,-0.3230650164,4,2.214822292,3.793018222,8,8,2.085174648,0.05,0,1,-1,-1
943,94.3,4,-40.06718445,11.12462616,-2.453374624,-2.600414753,-5.920758247,3.123706102,3.57508111,6.694245338,-104.6232509,0.1773169599,4,2.034488678,3.482081831,8,8,3.312533121,0.05,0,1,-1,-1
943,94.3,5,-43.08390808,6.652003765,-4.654177189,-1.712474108,-0.09438867867,1.38581121,4.959227085,1.389021993,-100.5833652,0.2894938186,4,2.181136847,3.924658656,8,8,3.319166145,0.05,1,0,1,-1
944,94.4,1,-42.89654541,10.45599651,0.156434983,-0.1586557627,-4.466969013,0.08219654858,0.2228083313,4.467725277,-102.9788333,-0.04163181375,4,2.91634059,3.486315489,8,8,6.245167805,0.05,0,1,-1,-1
944,94.4,2,-41.25050354,7.848596096,-2.58300066,-4.281133652,4.557313442,-6.868257523,5,8.242697716,-102.1366341,0.3305617639,4,2.648565769,2.807722092,8,8,6.077523155,0.05,1,0,1,-1
944,94.4,3,-39.10577011,9.538565636,-4.077033997,-1.50146246,-1.519727349,-6.8600564,4.344720364,7.026374817,-102.6520591,-0.2238015203,4,1.984019279,3.683285594,8,8,2.126878141,0.05,1,0,1,-1
944,94.4,4,-40.29314041,10.9125309,-2.259571552,-2.120948553,1.938031435,4.794661045,3.099045992,5.171531677,-104.4613295,0.1619214386,4,1.8546983,3.410020977,8,8,3.246282458,0.05,0,1,-1,-1
944,94.4,5,-43.54918671,6.503600597,-4.652783871,-1.484030008,0.01393525302,2.284441471,4.883722305,2.28448391,-100.2492633,0.3341019424,4,2.189338923,4.001545727,8,8,3.385549467,0.05,1,0,1,-1
945,94.5,1,-42.91193771,10.38424587,-0.1539152563,-0.7175050378,-3.103502274,-5.58849287,0.733827889,6.392416,-102.9837094,-0.004876091067,4,2.643131018,3.408190966,8,8,6.120264449,0.05,0,1,-1,-1
945,94.5,2,-41.4805603,7.484476566,-2.300579786,-3.641194344,2.82420826,6.399392605,4.307082653,6.994882107,-101.7421003,0.3945337496,4,2.663260698,2.908827484,8,8,6.199073618,0.05,1,0,1,-1
945,94.5,3,-39.52217102,9.317538261,-4.16400528,-2.210273743,-0.8697137833,-7.088111877,4.714260578,7.141269684,-102.7647319,-0.1126728038,4,1.815937519,3.558948636,8,8,2.169415703,0.05,1,0,1,-1
945,94.5,4,-40.49348831,10.74857521,-2.003481388,-1.639555454,2.560900688,4.813931465,2.588837624,5.452719212,-104.3176362,0.1436933013,4,1.771551609,3.387976408,8,8,3.181356809,0.05,0,1,-1,-1
